index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Bryan,Pembroke,2653,3,4,1,0,8,1,3,1,0,5,51,248,49,0,348,0,2,3,0,5,9,22,5,0,36,0,0,0,0,0,8,17,3,0,28,19,51,8,0,78,6,23,0,0,29,10,13,2,0,25,15,38,8,0,61,12,15,2,0,29,138,409,69,0,616,3,7,3,0,13,6,4,1,0,11,1,0,0,0,1,0,3,2,0,5,7,14,2,0,23,61,189,73,0,323,1,3,0,0,4,1648,
1,Bryan,Danielsiding,2291,5,4,0,0,9,8,4,3,0,15,86,270,52,0,408,0,0,0,0,0,7,16,2,0,25,1,3,1,0,5,6,9,2,0,17,3,30,16,0,49,1,5,4,0,10,5,10,3,0,18,1,11,10,0,22,4,15,12,0,31,120,491,90,0,701,1,7,0,0,8,6,11,1,0,18,3,2,0,0,5,0,1,0,0,1,3,15,2,0,20,31,132,122,0,285,0,4,2,0,6,1653,
2,Bryan,Ellabell,2341,2,4,2,0,8,1,3,0,0,4,130,293,48,1,472,0,0,0,0,0,5,16,4,0,25,2,5,0,0,7,6,10,0,0,16,11,19,10,0,40,3,10,1,0,14,18,12,1,0,31,7,12,5,0,24,7,9,8,0,24,191,419,65,0,675,3,2,0,0,5,8,5,2,0,15,1,3,1,0,5,0,1,3,0,4,9,17,1,0,27,32,85,63,0,180,0,2,3,0,5,1581,
3,Bryan,Black Creek,2995,2,5,1,0,8,2,6,0,0,8,120,305,55,0,480,1,3,1,0,5,12,23,2,0,37,2,2,0,0,4,8,12,2,0,22,17,30,14,0,61,5,6,4,0,15,12,24,1,1,38,11,17,9,0,37,5,10,5,0,20,161,511,100,0,772,4,3,0,0,7,8,6,5,0,19,2,0,1,0,3,0,4,0,0,4,16,8,1,0,25,53,129,62,0,244,2,4,0,0,6,1815,
4,Bryan,Ways Station,1974,0,1,1,0,2,1,3,0,0,4,51,142,27,1,221,0,1,1,0,2,7,11,1,0,19,2,3,2,0,7,5,20,0,0,25,12,49,37,0,98,1,10,5,0,16,8,12,1,0,21,2,13,7,0,22,9,22,10,0,41,96,255,40,0,391,4,4,2,0,10,4,12,0,0,16,0,1,1,0,2,0,1,3,0,4,2,9,0,0,11,40,165,119,1,325,0,1,3,0,4,1241,
5,Bryan,RH Rec Complex,3264,4,6,3,0,13,5,13,3,0,21,61,258,33,0,352,3,3,4,0,10,5,19,6,0,30,0,3,0,0,3,8,23,5,0,36,24,80,55,0,159,7,29,17,0,53,8,18,0,0,26,6,40,12,0,58,11,44,16,0,71,108,432,84,1,625,7,13,3,0,23,5,16,6,0,27,2,5,6,0,13,3,2,3,0,8,5,24,2,0,31,49,254,152,0,455,1,5,5,0,11,2025,
6,Bryan,JF Gregory Park,2885,2,4,3,0,9,1,9,0,0,10,46,429,85,0,560,1,2,1,0,4,3,19,3,0,25,2,6,0,0,8,4,12,3,0,19,6,42,19,0,67,2,6,4,0,12,8,12,1,0,21,4,13,3,0,20,5,30,15,0,50,81,804,114,0,999,0,5,1,0,6,3,13,2,0,18,2,1,0,0,3,0,2,2,0,4,4,17,4,0,25,16,202,142,0,360,0,3,3,0,6,2226,
7,Bryan,Keller,4270,1,7,3,0,11,2,8,5,0,15,91,568,82,0,741,4,6,2,0,12,10,34,6,0,50,6,7,2,0,15,9,34,6,0,49,16,67,34,0,117,2,16,12,0,30,10,25,1,0,36,5,23,10,0,38,10,50,27,0,87,175,1010,114,0,1299,3,12,3,0,18,8,17,13,0,38,0,7,2,0,9,0,6,3,0,9,4,23,4,0,31,46,342,210,0,598,2,5,4,0,11,3214,
8,Bryan,Hwy 144 East,5365,1,12,2,0,15,5,7,4,0,16,90,656,128,0,874,5,5,8,0,18,9,40,8,0,57,2,5,4,0,11,9,47,7,0,63,26,120,43,1,190,2,36,17,0,55,10,37,1,0,48,7,34,17,0,58,14,93,24,0,131,178,1031,178,0,1387,3,17,6,0,26,10,28,11,0,49,2,7,4,0,13,1,5,7,0,13,8,38,5,0,51,61,501,248,0,810,1,4,3,0,8,3893,
9,Bryan,Public Safety Complex,2570,2,4,2,0,8,4,3,0,0,7,78,203,38,0,319,3,5,4,0,12,14,18,2,0,34,2,2,0,0,4,4,18,2,0,24,24,61,27,1,113,3,22,9,0,34,4,23,0,0,27,7,23,7,0,37,4,35,5,0,44,86,344,55,0,485,3,8,2,0,13,9,12,1,0,22,1,5,0,0,6,0,4,1,0,5,6,14,4,0,24,53,196,112,0,361,1,2,6,0,9,1588,
