index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bryan,Pembroke,2653,262,709,129,0,1100,74,279,82,0,435,1535,
1,Bryan,Danielsiding,2291,204,744,217,0,1165,70,257,85,0,412,1577,
2,Bryan,Ellabell,2341,310,633,147,1,1091,117,248,55,0,420,1511,
3,Bryan,Black Creek,2995,319,743,159,1,1222,102,297,89,0,488,1710,
4,Bryan,Ways Station,1974,180,536,172,1,889,57,174,69,0,300,1189,
5,Bryan,RH Rec Complex,3264,246,931,286,1,1464,69,301,97,0,467,1931,
6,Bryan,JF Gregory Park,2885,153,1163,279,0,1595,34,402,100,0,536,2131,
7,Bryan,Keller,4270,296,1629,391,0,2316,101,555,135,0,791,3107,
8,Bryan,Hwy 144 East,5365,340,2009,519,1,2869,95,627,171,0,893,3762,
9,Bryan,Public Safety Complex,2570,236,730,200,1,1167,61,233,65,0,359,1526,
