index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Dodge,Chauncey,412,143,67,23,0,233,31,11,9,0,51,2,3,1,0,6,290,
1,Dodge,Clark,111,44,19,4,0,67,3,0,0,0,3,2,0,0,0,2,72,
2,Dodge,Eddin,1037,178,274,56,0,508,58,95,64,0,217,6,7,0,0,13,738,
3,Dodge,Empire,456,143,107,23,0,273,9,12,8,0,29,4,1,1,0,6,308,
4,Dodge,Jaybird,212,65,23,9,1,98,16,18,9,0,43,1,0,0,0,1,142,
5,Dodge,Jones,436,124,111,22,0,257,14,19,7,0,40,3,3,3,0,9,306,
6,Dodge,Lee,4816,344,1222,308,3,1877,221,586,259,0,1066,21,30,15,0,66,3009,
7,Dodge,McCranie,293,99,67,17,0,183,6,16,10,0,32,2,0,0,0,2,217,
8,Dodge,Milan,332,93,60,16,0,169,20,10,9,0,39,4,0,1,0,5,213,
9,Dodge,Mitchell,333,110,80,12,1,203,10,22,17,0,49,2,4,1,0,7,259,
10,Dodge,Mullis,505,163,59,40,0,262,30,16,10,0,56,7,0,5,0,12,330,
11,Dodge,Plainfield,454,146,122,23,0,291,7,13,14,0,34,2,0,0,0,2,327,
12,Dodge,Pondtown,689,194,133,54,0,381,36,28,42,0,106,4,1,2,0,7,494,
13,Dodge,Rawlins,923,159,245,54,0,458,27,65,43,0,135,6,6,4,0,16,609,
14,Dodge,Vilula,170,87,34,8,0,129,2,1,6,0,9,0,0,0,0,0,138,
15,Dodge,Yonker,260,97,36,15,0,148,10,5,5,0,20,3,0,0,0,3,171,
