index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
68,DeKalb,Freedom Middle,3227,55,75,63,0,193,265,850,555,11,1681,5,5,3,0,13,1887,
69,DeKalb,Glennwood,2715,43,104,78,2,227,72,865,820,4,1761,7,10,11,0,28,2016,
70,DeKalb,Glenhaven,1880,46,38,39,0,123,204,485,306,4,999,4,1,7,0,12,1134,
71,DeKalb,Gresham Road,3601,23,54,35,2,114,210,1168,787,16,2181,5,14,9,0,28,2323,
72,DeKalb,Georgetown Sq,4155,160,548,181,4,893,192,1142,598,7,1939,10,24,11,0,45,2877,
73,DeKalb,Glenwood Road,2293,25,41,35,0,101,188,533,395,5,1121,6,5,3,0,14,1236,
74,DeKalb,Hambrick Elem,3776,96,163,114,1,374,264,1067,605,11,1947,3,11,8,0,22,2343,
75,DeKalb,Hawthorne Elem,3884,135,336,151,2,624,237,1111,681,5,2034,10,24,6,0,40,2698,
76,DeKalb,Henderson Mill,3104,104,373,210,0,687,147,836,686,2,1671,8,16,17,0,41,2399,
77,DeKalb,Huntley Hills Elem,3508,146,326,122,1,595,252,1059,503,5,1819,15,21,13,0,49,2463,
78,DeKalb,Hugh Howell,1773,113,222,180,1,516,120,482,308,0,910,3,12,12,0,27,1453,
79,DeKalb,Harris-Narvie J Harris Elem,4031,20,47,24,0,91,161,1583,783,10,2537,3,14,9,0,26,2654,
80,DeKalb,Harris-Margaret Harris ED,1462,51,71,45,1,168,107,467,318,4,896,6,6,3,0,15,1079,
81,DeKalb,Idlewood Elem,2472,94,150,86,2,332,180,718,401,8,1307,6,2,5,0,13,1652,
82,DeKalb,Indian Creek,2318,51,90,68,5,214,147,496,352,10,1005,7,10,4,0,21,1240,
83,DeKalb,Johnson Estates,1600,50,124,95,0,269,38,519,565,0,1122,3,13,6,0,22,1413,
84,DeKalb,Jolly Elem,3679,107,186,129,5,427,233,905,602,13,1753,6,5,10,1,22,2202,
85,DeKalb,Kelley Lake Elem,3015,20,34,24,0,78,275,760,589,3,1627,5,6,6,0,17,1722,
86,DeKalb,Kingsley Elem,2490,191,569,303,2,1065,79,474,484,6,1043,11,8,6,1,26,2134,
87,DeKalb,Kelley Chapel Road,1337,17,15,9,0,41,110,460,326,1,897,0,2,3,0,5,943,
88,DeKalb,Knollwood,2546,48,41,15,1,105,230,669,477,11,1387,10,4,0,1,15,1507,
89,DeKalb,Kittredge Elem,2161,127,432,174,1,734,64,568,444,3,1079,10,10,12,0,32,1845,
90,DeKalb,Lakeside High,3216,156,397,263,3,819,151,942,672,0,1765,11,18,20,0,49,2633,
91,DeKalb,Lavista Road,2223,95,183,153,1,432,102,532,637,4,1275,5,3,14,0,22,1729,
92,DeKalb,Lavista,3223,110,230,170,4,514,170,823,626,7,1626,10,7,9,0,26,2166,
93,DeKalb,Lithonia,1730,25,30,18,1,74,225,381,220,2,828,5,6,4,0,15,917,
94,DeKalb,Lin-Mary Lin Elem,3009,68,153,87,2,310,109,1057,927,5,2098,6,13,14,0,33,2441,
95,DeKalb,Lithonia High,3610,28,30,22,0,80,320,1085,536,13,1954,11,9,5,0,25,2059,
96,DeKalb,Livsey Elem,1350,68,223,100,0,391,56,379,284,0,719,5,4,7,0,16,1126,
97,DeKalb,Miller-Eldridge L Miller Elem 3455,38,63,42,0,143,286,934,700,8,1928,2,7,9,0,18,2089,,
98,DeKalb,McNair High,4160,45,71,47,0,163,254,1419,988,6,2667,11,13,10,0,34,2864,
99,DeKalb,Marbut Elem,4234,21,38,17,3,79,315,1411,627,19,2372,9,9,3,0,21,2472,
100,DeKalb,McNair,2794,21,43,16,0,80,169,825,624,5,1623,5,5,8,2,20,1723,
101,DeKalb,McLendon,3607,69,233,121,0,423,157,973,885,10,2025,11,9,23,0,43,2491,
102,DeKalb,McWilliams,2517,21,27,15,0,63,137,969,560,5,1671,6,5,3,0,14,1748,
103,DeKalb,Medlock,2208,65,128,115,0,308,130,665,673,2,1470,9,12,5,0,26,1804,
104,DeKalb,Midvale Elem,2747,158,506,298,1,963,93,665,572,3,1333,12,11,8,0,31,2327,
105,DeKalb,Miller Grove,4747,22,47,26,1,96,337,1377,695,14,2423,2,8,7,0,17,2536,
106,DeKalb,Montclair Elem,2194,66,83,18,1,168,183,625,251,8,1067,4,7,2,0,13,1248,
107,DeKalb,Montreal,2586,86,174,114,1,375,172,778,505,4,1459,8,3,9,0,20,1854,
108,DeKalb,Meadowview,3511,29,34,38,1,102,206,983,757,13,1959,2,14,6,0,22,2083,
109,DeKalb,Memorial South,3138,45,65,37,3,150,229,729,371,17,1346,2,4,3,1,10,1506,
110,DeKalb,Midway,3139,28,61,43,1,133,166,755,625,7,1553,7,9,9,0,25,1711,
111,DeKalb,McNair Academy,1900,19,22,11,1,53,126,627,455,4,1212,9,1,4,0,14,1279,
112,DeKalb,Mount Vernon East,2651,187,662,258,1,1108,86,626,409,3,1124,9,16,8,0,33,2265,
113,DeKalb,Mathis-Bob Mathis Elem,2789,15,39,36,0,90,213,934,699,6,1852,1,7,3,0,11,1953,
114,DeKalb,Mount Vernon West,2303,105,515,176,6,802,59,642,378,5,1084,5,24,6,0,35,1921,
115,DeKalb,Metropolitan,3405,29,86,43,3,161,166,1364,766,8,2304,9,23,11,0,43,2508,
116,DeKalb,Montgomery Elem,2446,158,429,195,1,783,95,648,509,4,1256,5,15,14,1,35,2074,
117,DeKalb,Miller Grove Road,2151,14,42,19,0,75,170,725,502,4,1401,5,4,2,0,11,1487,
118,DeKalb,Midvale Road,1832,44,112,54,0,210,132,599,327,2,1060,0,14,2,0,16,1286,
119,DeKalb,Miller Grove High,3470,21,31,18,0,70,269,975,446,10,1700,6,7,6,0,19,1789,
120,DeKalb,North Decatur,2166,44,75,69,3,191,102,613,520,10,1245,4,7,5,0,16,1452,
121,DeKalb,North Hairston,2329,39,68,48,3,158,206,625,403,7,1241,4,6,3,0,13,1412,
122,DeKalb,Northlake,1509,99,112,111,0,322,86,433,389,1,909,7,11,10,0,28,1259,
123,DeKalb,North Peachtree,1916,79,182,82,2,345,114,446,287,4,851,10,8,4,0,22,1218,
124,DeKalb,Oak Grove Elem,2253,115,269,140,1,525,125,607,609,0,1341,5,6,13,0,24,1890,
125,DeKalb,Oakcliff Elem,2125,100,169,106,2,377,246,392,265,10,913,4,4,5,0,13,1303,
126,DeKalb,Oakhurst,2398,34,69,31,0,134,98,1050,753,3,1904,13,11,10,0,34,2072,
127,DeKalb,Oak View Elem,5011,21,44,22,1,88,346,1725,759,19,2849,7,5,3,0,15,2952,
128,DeKalb,Peachcrest,2458,30,59,32,0,121,161,610,442,5,1218,6,4,7,0,17,1356,
129,DeKalb,Peachtree Middle,3502,120,361,170,2,653,187,1045,565,6,1803,6,11,8,0,25,2481,
130,DeKalb,Princeton Elem,2376,13,43,17,0,73,168,840,455,6,1469,1,3,1,0,5,1547,
131,DeKalb,Pine Lake,632,34,7,8,0,49,218,135,72,0,425,3,0,1,0,4,478,
132,DeKalb,Pleasantdale Road,4538,94,204,95,1,394,399,1096,563,10,2068,7,16,19,0,42,2504,
133,DeKalb,Ponce de Leon,3766,49,94,130,2,275,106,890,1630,13,2639,5,10,9,0,24,2938,
134,DeKalb,Panola,1586,14,28,20,0,62,125,468,332,2,927,2,4,1,0,7,996,
135,DeKalb,Panola Way Elem,2252,11,22,15,1,49,198,579,315,19,1111,4,7,3,1,15,1175,
136,DeKalb,Piney Grove,2018,11,40,10,1,62,159,524,354,5,1042,4,5,2,0,11,1115,
137,DeKalb,Panola Road,2884,13,27,12,0,52,184,1011,582,9,1786,2,7,2,0,11,1849,
138,DeKalb,Rainbow Elem,3768,23,47,47,1,118,245,1204,845,7,2301,2,4,3,1,10,2429,
139,DeKalb,Redan Elem,3020,23,36,23,1,83,199,1143,590,7,1939,0,7,2,0,9,2031,
140,DeKalb,Rehoboth,1813,109,157,156,2,424,61,433,532,2,1028,6,9,7,0,22,1474,
141,DeKalb,Rockbridge Elem,3595,38,82,40,6,166,290,929,518,17,1754,7,2,4,0,13,1933,
142,DeKalb,Rock Chapel Elem,2910,16,49,26,1,92,209,1094,509,7,1819,4,8,1,0,13,1924,
143,DeKalb,Rowland Elem,3765,32,63,42,1,138,276,909,586,8,1779,6,8,6,0,20,1937,
144,DeKalb,Redan-Trotti Library,3990,17,41,31,0,89,252,1275,743,21,2291,13,7,4,1,25,2405,
145,DeKalb,Rockbridge Road,3965,31,72,39,2,144,279,1464,963,8,2714,6,4,8,0,18,2876,
146,DeKalb,Rowland Road,2080,33,35,43,1,112,166,594,415,7,1182,2,3,3,0,8,1302,
147,DeKalb,Redan Road,2932,24,38,31,0,93,215,878,510,12,1615,5,8,3,1,17,1725,
148,DeKalb,Rock Chapel Road,4178,30,112,87,2,231,237,1592,783,18,2630,1,7,4,0,12,2873,
149,DeKalb,Redan Middle,2496,17,47,21,1,86,143,860,526,5,1534,5,6,6,0,17,1637,
150,DeKalb,Sagamore Hills Elem,2925,141,308,261,0,710,144,811,846,0,1801,14,15,6,0,35,2546,
151,DeKalb,Scott,2805,68,150,93,2,313,92,780,910,1,1783,7,10,19,0,36,2132,
152,DeKalb,Shaw-Robert Shaw Elem,2892,45,79,47,0,171,233,835,576,3,1647,7,6,9,0,22,1840,
153,DeKalb,Stone Mountain Elem,2338,39,111,234,0,384,139,492,549,3,1183,3,4,3,0,10,1577,
154,DeKalb,Silver Lake,4979,196,985,338,3,1522,143,1142,884,4,2173,8,27,17,0,52,3747,
155,DeKalb,Skyland,2100,142,368,139,1,650,98,536,351,5,990,7,11,10,1,29,1669,
156,DeKalb,Snapfinger Elem,1894,25,17,20,1,63,151,611,505,0,1267,4,3,3,0,10,1340,
157,DeKalb,Smoke Rise,2108,138,315,218,1,672,80,538,440,0,1058,5,10,7,0,22,1752,
158,DeKalb,Stone Mtn Middle,3247,32,50,48,1,131,280,600,311,17,1208,6,9,5,0,20,1359,
159,DeKalb,Stone Mill Elem,3714,39,47,47,0,133,320,663,446,16,1445,4,10,4,0,18,1596,
160,DeKalb,Shadow Rock Elem,4347,30,71,53,1,155,274,1542,1025,12,2853,3,5,8,0,16,3024,
161,DeKalb,Stoneview Elem,1988,12,36,23,0,71,162,488,243,10,903,1,3,3,0,7,981,
162,DeKalb,Salem Middle,3519,21,48,26,0,95,209,1391,828,6,2434,5,8,8,0,21,2550,
163,DeKalb,Shamrock,1600,82,134,83,0,299,116,429,478,6,1029,1,3,6,0,10,1338,
164,DeKalb,South Deshon,3470,27,44,23,1,95,241,1269,632,12,2154,5,4,6,0,15,2264,
165,DeKalb,Stone Mtn Champion,3098,73,62,49,0,184,273,764,456,9,1502,8,8,6,1,23,1709,
166,DeKalb,Stone Mtn,1711,45,97,40,1,183,161,333,305,2,801,3,4,2,0,9,993,
167,DeKalb,Snapfinger Road N,2705,8,41,20,0,69,232,683,474,6,1395,4,2,2,0,8,1472,
168,DeKalb,Snapfinger Road S,1960,27,24,11,0,62,137,719,439,3,1298,4,3,6,0,13,1373,
169,DeKalb,Stephenson Middle,3822,49,68,37,0,154,271,1383,774,2,2430,5,4,5,0,14,2598,
170,DeKalb,South Hairston,3814,30,46,29,1,106,346,1072,629,16,2063,3,6,8,0,17,2186,
171,DeKalb,Stephenson High,3555,32,83,43,1,159,242,1175,797,5,2219,5,5,8,1,19,2397,
172,DeKalb,Stonecrest Library,3720,27,53,19,3,102,200,1518,553,12,2283,3,9,1,0,13,2398,
173,DeKalb,Snapfinger Road,4872,18,71,26,0,115,201,2195,1091,11,3498,4,9,3,0,16,3629,
174,DeKalb,Terry Mill,2808,24,50,21,1,96,210,960,602,5,1777,4,8,5,0,17,1890,
175,DeKalb,Toney Elem,1729,12,15,16,0,43,145,468,365,6,984,3,2,1,0,6,1033,
176,DeKalb,Tucker Library,3506,130,593,262,2,987,86,1000,661,3,1750,13,24,15,0,52,2789,
177,DeKalb,Tilly Mill Road,1552,119,354,135,1,609,59,357,258,0,674,3,5,7,0,15,1298,
178,DeKalb,Tucker,2932,66,344,199,0,609,98,853,563,7,1521,4,11,7,0,22,2152,
179,DeKalb,Valley Brook,1037,46,57,47,2,152,111,282,247,3,643,6,3,1,1,11,806,
180,DeKalb,Wadsworth,3159,17,44,21,0,82,267,866,681,11,1825,6,4,4,1,15,1922,
181,DeKalb,Wesley Chapel Library,2922,14,41,16,2,73,190,1112,721,5,2028,5,3,5,0,13,2114,
182,DeKalb,Woodrow Road,3493,23,58,43,0,124,237,1083,472,13,1805,5,6,4,0,15,1944,
183,DeKalb,Winnona Park,2020,25,84,53,0,162,44,868,604,2,1518,2,12,8,0,22,1702,
184,DeKalb,Woodridge Elem,3851,20,62,57,1,140,319,1025,755,12,2111,5,8,6,0,19,2270,
185,DeKalb,Warren Tech,1364,72,115,61,0,248,132,316,215,2,665,9,1,1,0,11,924,
186,DeKalb,Woodward,3193,76,288,176,2,542,126,883,768,2,1779,8,8,17,0,33,2354,
187,DeKalb,White Oak,2951,28,19,15,0,62,302,726,424,8,1460,3,0,7,0,10,1532,
188,DeKalb,Winters Chapel,1434,121,286,124,1,532,63,314,273,2,652,4,7,8,0,19,1203,
189,DeKalb,Wynbrooke Elem,3496,43,74,45,0,162,262,1306,808,13,2389,1,6,4,0,11,2562,
190,DeKalb,Young Road,1951,14,27,15,1,57,95,761,425,7,1288,0,9,7,0,16,1361,
