index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,DeKalb,Allgood Elem,2858,44,71,69,0,184,217,859,569,4,1649,12,16,12,0,40,1873,
1,DeKalb,Ashford Park Elem,2432,203,611,200,0,1014,71,431,340,1,843,25,31,18,0,74,1931,
2,DeKalb,Austin,2538,238,629,348,2,1217,45,446,357,1,849,17,29,25,1,72,2138,
3,DeKalb,Avondale,2906,209,215,151,0,575,199,872,706,1,1778,27,49,38,0,114,2467,
4,DeKalb,Austin Drive,2536,20,37,33,2,92,177,595,428,14,1214,17,21,11,0,49,1355,
5,DeKalb,Ashford Dunwoody Rd,2966,204,674,263,4,1145,52,695,460,2,1209,8,38,28,0,74,2428,
6,DeKalb,Ashford Parkside,3664,182,645,327,1,1155,84,716,625,5,1430,17,51,41,0,109,2694,
7,DeKalb,Avondale High,3151,54,144,108,0,306,97,1066,880,4,2047,18,44,36,0,98,2451,
8,DeKalb,Boulevard,4675,57,184,117,1,359,215,1748,1128,3,3094,24,55,34,0,113,3566,
9,DeKalb,Briar Vista Elem,2965,125,217,158,1,501,126,734,747,0,1607,22,40,35,0,97,2205,
10,DeKalb,Briarlake Elem,1752,135,228,176,0,539,61,422,368,1,852,15,28,14,0,57,1448,
11,DeKalb,Briarwood,2428,125,419,154,1,699,86,526,368,2,982,11,31,20,0,62,1743,
12,DeKalb,Brockett Elem,2752,70,280,194,0,544,125,694,474,7,1300,16,31,26,0,73,1917,
13,DeKalb,Briarcliff,3122,145,343,303,4,795,88,607,675,3,1373,19,30,28,0,77,2245,
14,DeKalb,Brockett,2681,136,234,142,1,513,151,659,450,7,1267,28,35,22,0,85,1865,
15,DeKalb,Brookhaven,3444,254,749,265,1,1269,100,728,490,2,1320,33,55,33,0,121,2710,
16,DeKalb,Browns Mill Elem,3829,18,36,31,1,86,293,1436,874,6,2609,10,26,13,0,49,2744,
17,DeKalb,Bouldercrest Road,2004,8,24,14,0,46,151,748,361,2,1262,6,14,3,0,23,1331,
18,DeKalb,Bethune Middle,4838,24,56,31,2,113,312,1327,956,16,2611,12,19,11,2,44,2768,
19,DeKalb,Burgess Elem,3493,38,105,62,2,207,164,1261,857,6,2288,14,50,22,0,86,2581,
20,DeKalb,Columbia Drive,2526,21,16,16,0,53,202,574,457,8,1241,11,9,9,0,29,1323,
21,DeKalb,Canby Lane Elem,2004,11,22,26,1,60,206,517,420,7,1150,9,10,8,1,28,1238,
22,DeKalb,Columbia Elem,1794,5,13,8,0,26,144,312,235,10,701,0,13,4,1,18,745,
23,DeKalb,Cedar Grove Elem,4097,21,37,23,0,81,273,1444,760,9,2486,15,34,15,0,64,2631,
24,DeKalb,Chamblee,2231,107,332,97,1,537,95,540,347,2,984,22,40,17,0,79,1600,
25,DeKalb,Candler-Murphey Candler Elem,3712,27,76,50,0,153,266,1376,621,6,2269,18,22,8,0,48,2470,
26,DeKalb,Chapel Hill Elem,3349,18,33,16,0,67,240,1180,676,7,2103,14,18,13,0,45,2215,
27,DeKalb,Chesnut Elem,2363,101,234,88,1,424,162,659,330,1,1152,20,41,10,0,71,1647,
28,DeKalb,Clairemont West,3264,71,187,175,2,435,101,1101,1014,1,2217,12,37,30,1,80,2732,
29,DeKalb,Clairmont Road,3223,99,197,213,1,510,131,771,843,5,1750,12,29,18,0,59,2319,
30,DeKalb,Clarkston,3878,44,76,44,1,165,346,896,400,11,1653,22,30,17,2,71,1889,
31,DeKalb,Clifton,1731,10,30,16,0,56,118,502,327,5,952,2,7,6,1,16,1024,
32,DeKalb,Columbia Middle,2178,12,21,9,0,42,140,578,340,6,1064,9,14,4,1,28,1134,
33,DeKalb,Coan Recreation Center,4230,36,165,84,1,286,176,1470,878,3,2527,14,59,20,0,93,2906,
34,DeKalb,Cross Keys High,2260,97,266,162,0,525,84,472,406,4,966,24,26,32,0,82,1573,
35,DeKalb,Crossroads,2898,17,37,31,0,85,231,847,613,7,1698,6,14,9,0,29,1812,
36,DeKalb,Candler,3537,37,68,19,1,125,213,959,578,14,1764,14,34,17,0,65,1954,
37,DeKalb,Cedar Grove Middle,1896,10,14,13,0,37,126,484,256,2,868,4,9,4,1,18,923,
38,DeKalb,Cedar Grove South,3962,21,50,38,1,110,246,1527,721,5,2499,15,30,8,0,53,2662,
39,DeKalb,Covington Hwy,995,6,4,4,0,14,46,93,59,5,203,2,5,1,1,9,226,
40,DeKalb,Covington,2376,38,80,34,0,152,103,646,341,6,1096,17,17,19,0,53,1301,
41,DeKalb,Clairemont East,3226,67,209,161,2,439,62,1019,1074,1,2156,9,42,24,1,76,2671,
42,DeKalb,Coralwood,3153,111,386,267,4,768,81,831,849,1,1762,22,39,34,0,95,2625,
43,DeKalb,Candler Park,4018,55,206,134,0,395,79,1579,1241,2,2901,15,54,22,0,91,3387,
44,DeKalb,Clarkston Community Center,2495,41,82,54,2,179,185,568,368,6,1127,19,22,12,2,55,1361,
45,DeKalb,Chamblee 2,3137,135,559,234,0,928,80,806,506,0,1392,18,78,32,0,128,2448,
46,DeKalb,Doraville North,3065,132,183,113,4,432,227,661,384,5,1277,21,36,25,0,82,1791,
47,DeKalb,Doraville South,1255,74,101,53,1,229,85,268,190,3,546,2,20,11,0,33,808,
48,DeKalb,Dresden Elem,5141,183,463,236,4,886,274,1137,818,5,2234,28,65,45,0,138,3258,
49,DeKalb,Decatur,1937,30,99,39,0,168,65,834,476,1,1376,10,18,17,0,45,1589,
50,DeKalb,Dunaire Elem,2268,31,67,59,0,157,166,586,390,6,1148,11,19,9,1,40,1345,
51,DeKalb,Dunwoody,3003,115,468,202,1,786,99,716,497,7,1319,9,41,19,0,69,2174,
52,DeKalb,Dunwoody 2,2044,129,511,232,3,875,27,441,292,2,762,14,32,7,0,53,1690,
53,DeKalb,Druid Hills High,2725,86,132,128,1,347,95,583,615,2,1295,9,16,14,0,39,1681,
54,DeKalb,Dunwoody Library,2570,100,804,318,1,1223,27,501,320,1,849,12,46,23,0,81,2153,
55,DeKalb,East Lake,4139,48,182,71,1,302,196,1457,891,7,2551,25,48,24,0,97,2950,
56,DeKalb,Embry Hills,1721,65,239,147,0,451,65,402,351,0,818,10,38,20,0,68,1337,
57,DeKalb,Evansdale Elem,3441,145,401,250,1,797,149,804,598,4,1555,28,52,23,0,103,2455,
58,DeKalb,Emory South,3241,117,250,160,0,527,120,894,829,6,1849,15,38,31,0,84,2460,
59,DeKalb,Emory Road,2290,38,71,71,0,180,101,593,396,8,1098,7,8,10,0,25,1303,
60,DeKalb,Fairington Elem,5455,19,42,28,0,89,424,1522,634,19,2599,12,44,8,1,65,2753,
61,DeKalb,Fernbank Elem,2125,78,166,154,2,400,79,605,698,2,1384,12,10,15,0,37,1821,
62,DeKalb,Flat Shoals Elem,2409,13,25,11,0,49,193,616,407,9,1225,7,14,3,0,24,1298,
63,DeKalb,Flat Shoals Parkway,3449,17,53,11,1,82,190,1273,748,4,2215,8,28,5,0,41,2338,
64,DeKalb,Flat Rock Elem,3142,20,56,15,0,91,235,1284,526,6,2051,11,23,6,1,41,2183,
65,DeKalb,Flat Shoals,2649,10,18,10,0,38,177,636,446,7,1266,11,12,11,0,34,1338,
66,DeKalb,Flakes Mill Fire Station,2103,8,27,15,0,50,116,725,418,7,1266,3,14,6,0,23,1339,
67,DeKalb,Flat Shoals Library,2788,11,19,7,1,38,226,705,418,2,1351,12,16,6,0,34,1423,
68,DeKalb,Freedom Middle,3227,49,62,56,0,167,256,818,528,10,1612,13,22,9,1,45,1824,
69,DeKalb,Glennwood,2715,33,132,102,2,269,63,807,757,4,1631,15,23,20,0,58,1958,
70,DeKalb,Glenhaven,1880,35,33,41,0,109,202,460,299,4,965,10,13,3,0,26,1100,
71,DeKalb,Gresham Road,3601,23,44,34,2,103,195,1108,754,15,2072,16,55,21,0,92,2267,
72,DeKalb,Georgetown Sq,4155,152,605,204,5,966,170,1037,530,4,1741,24,38,23,0,85,2792,
73,DeKalb,Glenwood Road,2293,26,35,28,0,89,181,516,380,3,1080,11,13,12,1,37,1206,
74,DeKalb,Hambrick Elem,3776,69,119,102,1,291,260,1023,580,7,1870,12,33,15,2,62,2223,
75,DeKalb,Hawthorne Elem,3884,142,335,162,1,640,211,1042,637,5,1895,17,56,24,1,98,2633,
76,DeKalb,Henderson Mill,3104,108,404,261,1,774,121,746,594,1,1462,19,53,22,0,94,2330,
77,DeKalb,Huntley Hills Elem,3508,144,348,143,0,635,233,979,455,4,1671,23,51,23,2,99,2405,
78,DeKalb,Hugh Howell,1773,111,221,192,1,525,107,459,271,0,837,12,17,16,0,45,1407,
79,DeKalb,Harris-Narvie J Harris Elem,4031,16,44,19,0,79,165,1556,770,9,2500,5,33,13,1,52,2631,
80,DeKalb,Harris-Margaret Harris ED,1462,57,81,66,1,205,95,441,283,4,823,9,14,10,0,33,1061,
81,DeKalb,Idlewood Elem,2472,86,138,90,1,315,165,675,370,6,1216,17,18,12,0,47,1578,
82,DeKalb,Indian Creek,2318,44,67,64,3,178,141,463,322,10,936,7,23,17,0,47,1161,
83,DeKalb,Johnson Estates,1600,54,169,136,0,359,24,441,477,0,942,6,26,24,0,56,1357,
84,DeKalb,Jolly Elem,3679,75,150,112,3,340,216,829,571,13,1629,20,24,28,1,73,2042,
85,DeKalb,Kelley Lake Elem,3015,20,31,28,0,79,258,733,563,3,1557,12,21,4,0,37,1673,
86,DeKalb,Kingsley Elem,2490,190,604,341,3,1138,62,392,405,5,864,22,29,18,0,69,2071,
