index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Screven,Sylvania,0,0,1,0,0,1,0,1,1,0,2,27,106,37,0,170,0,1,1,0,2,1,10,3,0,14,0,0,3,0,3,4,3,3,0,10,16,32,17,0,65,4,6,2,0,12,1,3,1,0,5,1,10,4,0,15,7,10,6,0,23,38,129,48,0,215,0,5,1,0,6,0,2,0,0,2,1,1,0,0,2,0,1,0,0,1,2,7,1,0,10,33,119,83,1,236,0,1,1,0,2,796,
1,Screven,Hunters,0,1,0,0,0,1,0,0,0,0,0,18,32,12,5,67,0,0,0,0,0,2,4,0,0,6,1,0,0,0,1,2,1,0,0,3,6,8,10,0,24,2,0,4,0,6,1,2,1,0,4,1,0,1,0,2,2,2,1,0,5,59,63,17,3,142,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,3,1,0,0,4,16,36,27,1,80,0,0,0,0,0,348,
2,Screven,Newington,0,0,1,0,0,1,2,1,1,0,4,87,85,21,0,193,0,1,0,0,1,3,6,1,0,10,1,1,0,0,2,4,4,0,0,8,16,12,8,0,36,3,5,0,0,8,4,5,0,0,9,6,8,3,0,17,1,5,0,0,6,113,122,27,0,262,2,0,1,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,3,0,0,8,50,76,50,0,176,1,0,0,0,1,747,
3,Screven,Jenk Hill Fire Sta,0,1,1,1,0,3,0,2,1,0,3,39,100,11,1,151,0,0,1,0,1,3,2,0,0,5,1,0,0,0,1,1,1,0,0,2,13,29,11,0,53,5,10,2,0,17,2,6,0,0,8,3,9,3,0,15,1,4,1,0,6,46,114,43,0,203,1,5,0,0,6,2,1,0,0,3,0,0,0,0,0,0,4,2,0,6,2,3,0,0,5,59,148,77,0,284,0,4,1,0,5,777,
4,Screven,Rocky Ford,0,0,0,0,0,0,0,2,0,0,2,34,53,18,0,105,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,2,8,3,0,13,1,3,2,0,6,3,1,0,0,4,1,1,0,0,2,1,2,2,0,5,64,77,21,0,162,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,16,21,21,0,58,1,0,0,0,1,368,
5,Screven,Bay Branch,0,0,1,0,0,1,0,0,0,0,0,80,108,15,1,204,0,1,0,0,1,3,3,0,0,6,0,1,0,0,1,3,4,1,0,8,1,6,0,0,7,1,2,1,0,4,3,7,1,0,11,2,2,0,0,4,0,12,3,0,15,98,207,41,0,346,0,2,0,0,2,2,6,1,0,9,0,1,0,0,1,0,0,2,0,2,4,6,0,0,10,12,30,19,0,61,1,0,0,0,1,694,
6,Screven,Hiltonia,0,1,0,1,0,2,0,1,1,0,2,40,88,13,0,141,0,0,0,0,0,3,4,1,0,8,1,1,0,0,2,3,1,0,0,4,16,18,8,0,42,6,11,1,0,18,3,2,0,0,5,4,8,1,0,13,8,10,2,0,20,40,108,11,0,159,1,2,2,0,5,0,3,0,0,3,0,1,0,0,1,1,0,3,0,4,1,2,1,0,4,48,66,59,0,173,1,1,0,0,2,608,
7,Screven,Screven Rec Dept,0,0,0,0,0,0,0,0,0,0,0,11,30,9,0,50,0,0,0,0,0,2,4,0,0,6,1,1,0,0,2,0,0,0,0,0,7,20,1,1,29,2,0,2,0,4,0,1,0,0,1,1,8,3,0,12,2,3,1,1,7,19,40,8,0,67,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,26,29,38,1,94,0,0,1,0,1,277,
8,Screven,Greenhill Church,0,1,0,0,0,1,0,0,0,0,0,56,107,21,0,184,0,0,1,0,1,9,3,1,0,13,0,0,0,0,0,0,3,0,0,3,8,12,3,0,23,2,0,3,0,5,2,5,0,0,7,2,2,2,0,6,2,4,1,0,7,87,138,26,0,251,1,1,0,0,2,1,2,0,0,3,0,1,0,0,1,1,0,0,0,1,4,2,0,0,6,19,35,31,0,85,1,4,0,0,5,604,
9,Screven,Sr Citizens Center,0,1,1,0,0,2,0,1,3,0,4,15,59,22,0,96,2,1,0,0,3,3,5,0,0,8,2,0,0,0,2,0,3,1,0,4,24,47,27,0,98,8,18,3,0,29,1,7,0,0,8,13,20,7,0,40,10,10,6,0,26,20,88,30,0,138,3,6,1,0,10,0,1,0,0,1,0,0,0,0,0,2,3,0,0,5,1,0,0,0,1,65,154,70,0,289,1,3,2,0,6,770,
10,Screven,Jackson Fire Station,0,1,0,0,0,1,0,0,0,0,0,42,37,10,0,89,1,0,0,0,1,1,4,0,0,5,1,0,0,0,1,2,2,0,0,4,0,2,0,0,2,0,1,0,0,1,1,1,0,0,2,1,0,0,0,1,1,2,2,0,5,56,35,14,0,105,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,13,18,34,0,65,0,0,0,0,0,285,
11,Screven,Cooperville Fire Station,0,0,0,0,0,0,1,0,0,0,1,9,12,3,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,17,10,1,30,2,1,0,0,3,2,0,0,0,2,0,2,0,0,2,0,3,0,0,3,5,15,8,0,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,12,42,29,1,84,0,0,1,0,1,183,
