index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Hall,Wilson,0,317,1637,938,0,2892,142,398,548,0,1088,43,67,44,0,154,4134,
1,Hall,Chicopee,0,225,746,225,0,1196,157,452,248,0,857,43,63,24,0,130,2183,
2,Hall,Oakwood I,0,212,543,177,0,932,136,338,150,0,624,32,45,20,0,97,1653,
3,Hall,Oakwood II,0,393,1408,448,0,2249,85,323,215,0,623,26,60,43,0,129,3001,
4,Hall,Flowery Branch I,0,417,1483,467,0,2367,82,325,278,0,685,30,86,35,0,151,3203,
5,Hall,Flowery Branch II,0,381,1048,254,0,1683,93,294,229,0,616,32,67,27,0,126,2425,
6,Hall,Roberts,0,478,1917,708,0,3103,110,404,367,0,881,38,69,55,0,162,4146,
7,Hall,Morgan I,0,443,1556,378,0,2377,72,240,151,0,463,42,68,23,0,133,2973,
8,Hall,Morgan II,0,342,1564,445,0,2351,126,451,283,0,860,44,82,34,0,160,3371,
9,Hall,Candler,0,470,1669,478,0,2617,203,513,311,0,1027,56,98,37,0,191,3835,
10,Hall,Tadmore,0,371,1009,316,0,1696,350,770,428,0,1548,69,61,34,0,164,3408,
11,Hall,Glade,0,335,1177,306,0,1818,86,249,201,0,536,32,42,24,0,98,2452,
12,Hall,Lula,0,534,1193,274,0,2001,74,133,112,0,319,21,31,14,0,66,2386,
13,Hall,Clermont,0,416,1647,321,0,2384,20,130,73,0,223,17,50,14,0,81,2688,
14,Hall,Quillians,0,224,1391,284,0,1899,16,114,72,0,202,15,44,5,0,64,2165,
15,Hall,Bark Camp,0,451,2272,591,0,3314,73,357,265,0,695,36,89,33,0,158,4167,
16,Hall,Chestatee,0,441,1367,425,0,2233,82,198,223,0,503,44,55,26,0,125,2861,
17,Hall,Fork,0,489,1151,379,0,2019,72,204,182,0,458,27,41,24,0,92,2569,
18,Hall,Whelchel,0,345,1683,473,0,2501,74,258,229,0,561,37,72,27,0,136,3198,
19,Hall,West Whelchel,0,328,1437,673,0,2438,49,222,295,0,566,28,69,26,0,123,3127,
20,Hall,Gainesville I,0,335,921,430,0,1686,117,389,331,0,837,48,78,32,0,158,2681,
21,Hall,Gainesville II,0,59,113,76,0,248,263,527,490,0,1280,22,20,16,0,58,1586,
22,Hall,Gainesville III,0,276,626,244,0,1146,289,540,301,0,1130,60,78,29,0,167,2443,
23,Hall,Gainesville IV,0,175,564,223,0,962,103,307,220,0,630,29,58,12,0,99,1691,
24,Hall,Gainesville V,0,127,326,108,0,561,62,138,108,0,308,13,18,7,0,38,907,
25,Hall,Gillsville,0,304,342,74,0,720,32,51,38,0,121,9,20,1,0,30,871,
26,Hall,Big Hickory,0,369,1791,420,0,2580,30,150,132,0,312,11,54,23,0,88,2980,
27,Hall,Friendship I,0,504,3387,1218,0,5109,85,640,760,0,1485,52,139,63,0,254,6848,
28,Hall,Friendship II,0,375,1159,255,0,1789,68,274,158,0,500,33,63,17,0,113,2402,
29,Hall,Friendship III,0,321,1709,320,0,2350,96,428,271,0,795,33,85,28,0,146,3291,
30,Hall,Friendship IV,0,179,1516,269,0,1964,31,430,221,0,682,14,90,15,0,119,2765,
