County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total
Turner,Ashburn,3509.0,5,3,1,0,9,2,6,3,0,11,48,298,49,0,395,0,1,1,0,2,3,19,1,0,23,2,6,4,0,12,2,9,4,0,15,62,92,30,0,184,15,29,10,0,54,8,6,0,0,14,18,47,16,0,81,14.0,34.0,7.0,0.0,55.0,65.0,412.0,73.0,0.0,550.0,7.0,12.0,3.0,0.0,22.0,8.0,8.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,3.0,13.0,1.0,1.0,18.0,155.0,423.0,155.0,0.0,733.0,5.0,12.0,2.0,0.0,19.0,2219.0
Turner,Sycamore,1609.0,2,3,0,0,5,0,2,0,0,2,46,274,35,0,355,1,1,0,0,2,2,7,1,0,10,0,1,0,0,1,0,6,0,0,6,5,5,0,0,10,2,2,0,0,4,2,11,0,0,13,1,7,2,0,10,0.0,6.0,3.0,0.0,9.0,65.0,491.0,44.0,1.0,601.0,1.0,3.0,1.0,0.0,5.0,4.0,3.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,5.0,2.0,12.0,0.0,0.0,14.0,18.0,67.0,19.0,0.0,104.0,0.0,2.0,0.0,0.0,2.0,1167.0
Turner,Rebecca,464.0,1,0,0,0,1,0,2,1,0,3,41,59,6,0,106,0,0,0,0,0,1,1,2,0,4,0,2,0,0,2,0,1,2,0,3,1,2,1,0,4,0,0,1,0,1,1,3,0,0,4,1,0,1,0,2,1.0,0.0,0.0,0.0,1.0,66.0,78.0,15.0,0.0,159.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,6.0,13.0,10.0,0.0,29.0,1.0,0.0,3.0,0.0,4.0,331.0
Floyd,Alto Park,3360.0,3,3,1,0,7,1,3,1,0,5,127,392,130,5,654,0,2,3,0,5,8,13,4,0,25,3,3,2,0,8,6,16,3,0,25,19,27,18,0,64,6,8,5,0,19,5,8,3,0,16,4,15,4,0,23,12.0,30.0,14.0,0.0,56.0,168.0,524.0,157.0,6.0,855.0,3.0,5.0,1.0,0.0,9.0,1.0,12.0,5.0,0.0,18.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,5.0,19.0,5.0,0.0,29.0,47.0,156.0,186.0,0.0,389.0,1.0,5.0,1.0,0.0,7.0,2221.0
Floyd,Armuchee,1269.0,2,0,0,0,2,0,0,0,0,0,103,140,47,0,290,0,0,0,0,0,6,3,1,0,10,0,0,2,0,2,4,6,0,0,10,6,7,3,0,16,0,1,0,0,1,4,4,1,0,9,4,0,0,0,4,5.0,6.0,3.0,0.0,14.0,143.0,190.0,53.0,1.0,387.0,0.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,11.0,22.0,50.0,34.0,0.0,106.0,3.0,0.0,4.0,0.0,7.0,879.0
Floyd,Barkers,2355.0,4,1,1,0,6,1,0,0,0,1,136,282,88,4,510,2,2,0,0,4,10,11,0,0,21,2,3,1,0,6,9,17,1,0,27,4,10,3,0,17,5,2,1,0,8,5,11,1,0,17,0,2,2,0,4,4.0,13.0,10.0,0.0,27.0,209.0,432.0,97.0,6.0,744.0,2.0,3.0,1.0,0.0,6.0,6.0,4.0,2.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,12.0,15.0,3.0,0.0,30.0,23.0,57.0,64.0,0.0,144.0,0.0,1.0,1.0,0.0,2.0,1591.0
Floyd,Cave Spring,1617.0,3,2,0,0,5,5,2,3,0,10,153,134,64,1,352,2,2,2,0,6,5,6,1,0,12,4,0,0,0,4,11,5,4,0,20,5,4,5,0,14,2,3,2,0,7,7,5,2,0,14,3,1,1,0,5,10.0,4.0,7.0,0.0,21.0,209.0,133.0,57.0,3.0,402.0,1.0,1.0,1.0,1.0,4.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,9.0,10.0,1.0,0.0,20.0,43.0,38.0,84.0,1.0,166.0,0.0,1.0,1.0,0.0,2.0,1077.0
Floyd,Chulio,1155.0,0,1,0,0,1,0,0,0,0,0,87,91,35,4,217,0,2,1,0,3,7,8,2,0,17,1,1,0,0,2,3,1,0,0,4,2,0,4,0,6,2,1,2,0,5,6,2,1,0,9,0,1,1,0,2,4.0,4.0,5.0,0.0,13.0,167.0,176.0,58.0,13.0,414.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,11.0,29.0,25.0,45.0,0.0,99.0,1.0,0.0,0.0,0.0,1.0,810.0
Floyd,Etowah,4946.0,1,2,4,0,7,4,7,3,0,14,221,599,184,2,1006,1,2,1,0,4,11,19,7,0,37,3,5,3,0,11,18,23,0,0,41,8,26,12,0,46,3,4,5,0,12,13,23,3,0,39,2,9,5,0,16,11.0,32.0,11.0,0.0,54.0,289.0,857.0,224.0,5.0,1375.0,2.0,7.0,1.0,0.0,10.0,9.0,13.0,7.0,0.0,29.0,0.0,5.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,7.0,12.0,25.0,1.0,0.0,38.0,74.0,208.0,250.0,3.0,535.0,4.0,3.0,3.0,0.0,10.0,3296.0
Floyd,Everett Springs,421.0,2,0,0,0,2,0,0,0,0,0,62,29,8,1,100,1,0,0,0,1,3,0,2,0,5,0,0,1,0,1,3,2,0,0,5,4,1,1,0,6,0,0,0,0,0,2,0,0,0,2,0,0,1,0,1,4.0,1.0,2.0,0.0,7.0,99.0,31.0,13.0,3.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,21.0,7.0,17.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,325.0
Floyd,Floyd Springs,1666.0,1,1,1,0,3,1,0,2,0,3,155,197,61,13,426,0,1,2,0,3,5,6,3,0,14,0,1,0,0,1,8,5,2,0,15,2,3,1,2,8,1,1,0,0,2,3,9,0,0,12,3,4,1,0,8,8.0,6.0,4.0,0.0,18.0,218.0,291.0,75.0,25.0,609.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,17.0,23.0,52.0,37.0,2.0,114.0,1.0,0.0,0.0,0.0,1.0,1266.0
Floyd,Fosters Mill,971.0,1,0,1,0,2,1,0,1,0,2,103,94,24,0,221,0,0,0,0,0,6,3,3,0,12,2,1,1,0,4,1,3,0,0,4,2,2,1,0,5,0,1,0,0,1,3,5,0,0,8,0,0,0,0,0,4.0,4.0,2.0,0.0,10.0,154.0,144.0,42.0,2.0,342.0,1.0,2.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,13.0,18.0,24.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,681.0
Floyd,Garden Lakes,2261.0,2,4,0,0,6,0,3,3,0,6,71,233,75,0,379,0,5,0,0,5,3,6,3,0,12,5,0,0,0,5,3,10,4,0,17,15,38,13,0,66,4,9,3,0,16,6,9,1,0,16,4,15,6,0,25,12.0,23.0,8.0,0.0,43.0,111.0,301.0,100.0,0.0,512.0,1.0,5.0,1.0,0.0,7.0,1.0,2.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,5.0,9.0,14.0,0.0,0.0,23.0,46.0,114.0,86.0,0.0,246.0,3.0,2.0,1.0,0.0,6.0,1405.0
Floyd,Glenwood,3635.0,0,1,1,0,2,2,4,5,0,11,183,334,103,0,620,3,2,2,0,7,15,19,6,0,40,3,2,0,0,5,9,21,2,0,32,13,13,26,0,52,4,10,6,0,20,10,12,4,0,26,7,8,4,0,19,14.0,29.0,16.0,0.0,59.0,248.0,525.0,130.0,1.0,904.0,2.0,7.0,3.0,0.0,12.0,6.0,9.0,2.0,0.0,17.0,3.0,2.0,2.0,0.0,7.0,2.0,0.0,3.0,0.0,5.0,12.0,24.0,2.0,0.0,38.0,77.0,149.0,128.0,2.0,356.0,4.0,2.0,2.0,0.0,8.0,2240.0
Floyd,Howell,1492.0,1,1,1,0,3,1,0,0,0,1,160,117,49,8,334,3,0,1,0,4,7,6,4,0,17,0,2,0,0,2,5,9,0,0,14,1,7,5,0,13,0,2,1,0,3,1,2,0,0,3,0,3,0,0,3,7.0,6.0,1.0,0.0,14.0,232.0,222.0,69.0,3.0,526.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,19.0,18.0,31.0,19.0,0.0,68.0,0.0,1.0,1.0,0.0,2.0,1033.0
Floyd,East Lindale,3398.0,1,3,3,0,7,2,4,0,0,6,148,334,115,0,597,2,4,2,0,8,7,21,2,0,30,5,1,1,0,7,11,10,3,0,24,22,27,14,0,63,3,10,6,0,19,5,9,1,0,15,8,10,9,0,27,10.0,25.0,8.0,0.0,43.0,238.0,500.0,140.0,1.0,879.0,2.0,5.0,1.0,0.0,8.0,6.0,10.0,1.0,0.0,17.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,3.0,0.0,35.0,60.0,146.0,129.0,0.0,335.0,1.0,2.0,2.0,0.0,5.0,2128.0
Floyd,Mt Alto North,5096.0,5,9,4,0,18,4,5,6,0,15,74,416,139,0,629,6,7,3,0,16,6,18,6,0,30,3,6,0,0,9,6,25,6,0,37,51,111,53,0,215,15,25,12,0,52,4,16,1,0,21,16,38,15,0,69,24.0,55.0,18.0,0.0,97.0,110.0,604.0,150.0,2.0,866.0,11.0,18.0,4.0,0.0,33.0,12.0,7.0,2.0,0.0,21.0,1.0,4.0,5.0,0.0,10.0,3.0,1.0,7.0,0.0,11.0,8.0,20.0,7.0,0.0,35.0,130.0,423.0,292.0,4.0,849.0,3.0,7.0,2.0,0.0,12.0,3045.0
Floyd,Mt Alto South,3923.0,4,0,1,0,5,2,5,5,0,12,106,297,111,0,514,5,1,2,0,8,6,10,4,0,20,5,7,0,0,12,7,11,2,0,20,39,63,20,0,122,15,22,9,0,46,5,4,3,0,12,18,21,3,0,42,25.0,40.0,12.0,0.0,77.0,144.0,453.0,126.0,6.0,729.0,3.0,7.0,2.0,0.0,12.0,3.0,15.0,6.0,0.0,24.0,4.0,2.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,22.0,142.0,322.0,235.0,2.0,701.0,1.0,3.0,8.0,0.0,12.0,2400.0
Floyd,North Carolina,1865.0,1,1,0,0,2,3,0,0,0,3,92,192,59,2,345,2,1,0,0,3,3,18,2,1,24,0,3,0,0,3,9,8,1,0,18,8,7,6,0,21,2,6,1,0,9,7,9,0,0,16,1,1,5,0,7,7.0,8.0,4.0,0.0,19.0,146.0,279.0,65.0,0.0,490.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,6.0,8.0,1.0,0.0,15.0,19.0,73.0,46.0,2.0,140.0,0.0,3.0,0.0,0.0,3.0,1129.0
Floyd,Riverside,826.0,1,0,0,0,1,0,0,3,0,3,52,73,13,0,138,1,0,0,0,1,4,4,1,0,9,2,0,0,0,2,0,4,0,0,4,3,6,2,0,11,0,3,1,0,4,2,4,1,0,7,1,3,0,0,4,4.0,8.0,3.0,0.0,15.0,80.0,103.0,26.0,5.0,214.0,1.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,32.0,32.0,22.0,0.0,86.0,0.0,1.0,0.0,0.0,1.0,518.0
Floyd,East Rome,4238.0,2,4,2,0,8,3,5,3,0,11,99,231,104,2,436,7,4,7,0,18,1,13,6,0,20,2,5,1,0,8,11,14,7,0,32,16,75,27,0,118,5,17,19,0,41,6,6,2,0,14,13,25,9,0,47,12.0,44.0,19.0,2.0,77.0,129.0,379.0,133.0,2.0,643.0,3.0,5.0,1.0,0.0,9.0,6.0,16.0,4.0,0.0,26.0,1.0,5.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,9.0,9.0,11.0,3.0,0.0,23.0,124.0,373.0,282.0,0.0,779.0,3.0,6.0,2.0,0.0,11.0,2337.0
Floyd,North Rome,3369.0,3,1,0,0,4,3,2,3,0,8,48,222,123,0,393,1,2,1,0,4,3,10,3,0,16,1,3,0,0,4,2,5,1,0,8,21,42,22,0,85,10,14,8,1,33,2,2,2,0,6,14,12,5,2,33,9.0,13.0,16.0,0.0,38.0,78.0,284.0,166.0,4.0,532.0,5.0,3.0,1.0,0.0,9.0,7.0,5.0,2.0,0.0,14.0,2.0,2.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,5.0,5.0,3.0,0.0,13.0,88.0,250.0,330.0,0.0,668.0,4.0,4.0,1.0,0.0,9.0,1887.0
Floyd,South Rome,1600.0,3,2,2,0,7,1,3,1,0,5,13,35,21,0,69,0,0,1,0,1,3,2,1,0,6,2,1,1,0,4,4,8,0,0,12,16,24,24,0,64,6,7,8,0,21,0,1,0,0,1,10,10,8,0,28,5.0,7.0,4.0,0.0,16.0,19.0,51.0,20.0,1.0,91.0,2.0,7.0,1.0,0.0,10.0,3.0,6.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,0.0,6.0,110.0,138.0,146.0,1.0,395.0,1.0,2.0,2.0,0.0,5.0,755.0
Floyd,Texas Valley,762.0,1,0,0,0,1,1,0,0,0,1,100,73,23,4,200,1,1,1,0,3,3,3,1,0,7,0,0,0,0,0,2,0,1,0,3,0,0,2,0,2,0,0,1,0,1,6,1,0,0,7,1,1,1,0,3,4.0,0.0,2.0,0.0,6.0,135.0,111.0,37.0,8.0,291.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,18.0,27.0,24.0,0.0,69.0,1.0,1.0,1.0,0.0,3.0,604.0
Floyd,Vanns Valley,896.0,0,0,0,0,0,0,1,0,0,1,54,53,38,1,146,0,0,0,0,0,4,1,3,0,8,3,0,0,0,3,0,6,0,0,6,5,7,0,0,12,1,5,0,0,6,1,3,0,0,4,1,6,0,0,7,5.0,4.0,1.0,0.0,10.0,74.0,95.0,44.0,1.0,214.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,7.0,25.0,28.0,19.0,0.0,72.0,0.0,0.0,1.0,0.0,1.0,503.0
Floyd,Watters,3566.0,3,4,2,0,9,2,5,2,0,9,248,416,125,4,793,2,0,4,0,6,13,14,4,2,33,5,4,2,0,11,16,10,2,0,28,9,18,9,0,36,2,4,2,0,8,15,11,5,0,31,5,8,4,0,17,9.0,28.0,10.0,0.0,47.0,310.0,536.0,129.0,8.0,983.0,3.0,4.0,2.0,0.0,9.0,13.0,6.0,4.0,0.0,23.0,5.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,3.0,0.0,31.0,61.0,85.0,90.0,6.0,242.0,2.0,1.0,0.0,0.0,3.0,2329.0
Floyd,West Lindale,2929.0,3,3,1,0,7,6,2,3,0,11,158,244,60,0,462,2,1,2,0,5,15,13,3,0,31,2,3,0,0,5,11,18,2,0,31,14,16,16,0,46,1,3,3,0,7,13,10,2,0,25,1,10,4,0,15,11.0,12.0,9.0,0.0,32.0,246.0,384.0,122.0,0.0,752.0,3.0,4.0,3.0,0.0,10.0,7.0,8.0,3.0,0.0,18.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,10.0,11.0,0.0,0.0,21.0,68.0,92.0,90.0,0.0,250.0,0.0,5.0,4.0,0.0,9.0,1743.0
Floyd,Town Rome,3034.0,0,3,1,0,4,4,0,1,0,5,61,210,96,0,367,4,2,6,0,12,4,8,3,2,17,1,2,3,0,6,5,12,3,0,20,24,36,26,0,86,6,7,5,0,18,1,8,1,0,10,12,8,5,0,25,12.0,23.0,16.0,0.0,51.0,84.0,315.0,104.0,0.0,503.0,3.0,5.0,2.0,0.0,10.0,11.0,10.0,2.0,0.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,7.0,1.0,0.0,9.0,75.0,234.0,202.0,0.0,511.0,1.0,3.0,5.0,0.0,9.0,1690.0
Gilmer,Ellijay South,3172.0,0,2,3,0,5,4,1,1,0,6,208,620,163,1,992,1,1,6,0,8,5,13,3,0,21,1,3,2,0,6,5,6,4,0,15,10,26,26,0,62,5,6,3,0,14,3,15,2,0,20,4,7,2,0,13,7.0,14.0,18.0,0.0,39.0,126.0,413.0,125.0,0.0,664.0,2.0,7.0,5.0,0.0,14.0,2.0,7.0,3.0,0.0,12.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,7.0,10.0,0.0,0.0,17.0,23.0,131.0,167.0,1.0,322.0,0.0,4.0,1.0,0.0,5.0,2241.0
Gilmer,Cartecay,1598.0,1,1,0,0,2,0,0,0,0,0,244,308,118,0,670,0,1,0,0,1,4,2,0,1,7,1,0,0,0,1,4,4,0,0,8,1,3,8,0,12,0,0,4,0,4,9,5,0,0,14,1,5,1,0,7,2.0,4.0,7.0,0.0,13.0,141.0,148.0,54.0,1.0,344.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,16.0,47.0,59.0,0.0,122.0,0.0,1.0,3.0,0.0,4.0,1223.0
Gilmer,Tails Creek,1782.0,1,1,2,0,4,1,2,1,0,4,224,245,62,0,531,1,2,2,0,5,13,10,2,0,25,1,1,0,0,2,6,6,4,0,16,4,6,5,0,15,0,1,1,0,2,10,11,3,0,24,4,1,3,0,8,4.0,6.0,2.0,0.0,12.0,167.0,175.0,61.0,0.0,403.0,0.0,3.0,1.0,0.0,4.0,11.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,5.0,0.0,0.0,12.0,33.0,46.0,29.0,0.0,108.0,1.0,1.0,2.0,0.0,4.0,1195.0
Gilmer,Town Creek,1234.0,0,0,0,0,0,2,1,3,0,6,153,196,47,0,396,1,0,0,0,1,8,6,2,0,16,1,0,0,0,1,1,4,1,0,6,2,3,5,0,10,0,0,1,0,1,10,4,0,0,14,2,0,1,0,3,4.0,5.0,1.0,0.0,10.0,120.0,102.0,41.0,0.0,263.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7.0,22.0,21.0,37.0,0.0,80.0,1.0,0.0,1.0,0.0,2.0,826.0
Gilmer,Leaches,2939.0,3,2,1,0,6,3,6,3,0,12,249,508,151,0,908,2,2,2,0,6,13,10,2,0,25,1,2,0,0,3,6,10,6,0,22,7,20,19,0,46,1,3,2,0,6,7,7,2,1,17,5,3,3,0,11,3.0,21.0,15.0,0.0,39.0,232.0,333.0,127.0,1.0,693.0,1.0,4.0,2.0,0.0,7.0,9.0,5.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,7.0,6.0,3.0,0.0,16.0,35.0,130.0,112.0,0.0,277.0,1.0,2.0,3.0,0.0,6.0,2120.0
Gilmer,Cherry Log,926.0,0,0,0,0,0,2,1,1,0,4,152,131,50,0,333,0,0,0,0,0,3,1,0,0,4,1,0,1,0,2,2,2,1,0,5,5,8,5,0,18,0,1,0,0,1,1,5,1,0,7,1,3,4,0,8,8.0,4.0,2.0,0.0,14.0,81.0,71.0,44.0,0.0,196.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,25.0,44.0,46.0,0.0,115.0,0.0,1.0,1.0,0.0,2.0,723.0
Gilmer,Boardtown,1391.0,0,1,1,0,2,0,0,0,0,0,174,300,87,2,563,1,0,3,1,5,3,3,1,0,7,0,0,0,0,0,2,1,2,0,5,3,5,10,0,18,0,0,1,0,1,3,3,0,0,6,0,1,3,0,4,5.0,4.0,11.0,0.0,20.0,104.0,169.0,72.0,1.0,346.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,21.0,56.0,78.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,1146.0
Gilmer,Mountaintown,1139.0,0,1,0,0,1,1,1,1,0,3,148,210,59,1,418,1,1,0,0,2,2,3,0,0,5,0,0,1,0,1,4,5,0,0,9,2,6,3,0,11,2,0,0,0,2,4,3,1,0,8,0,1,2,0,3,1.0,11.0,5.0,0.0,17.0,107.0,123.0,44.0,0.0,274.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,19.0,32.0,38.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,858.0
Gilmer,East Ellijay,1655.0,2,0,5,0,7,1,1,1,0,3,119,385,119,0,623,0,1,0,0,1,6,9,3,0,18,0,0,1,0,1,3,1,1,0,5,9,18,8,0,35,1,1,4,0,6,4,4,3,0,11,3,3,1,0,7,5.0,11.0,6.0,0.0,22.0,88.0,194.0,68.0,0.0,350.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,9.0,15.0,61.0,40.0,0.0,116.0,0.0,4.0,1.0,0.0,5.0,1226.0
