index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Jones,Gray,0,234,1035,296,0,1565,48,289,69,0,406,1971,
1,Jones,Hawkins,0,333,869,504,0,1706,103,252,92,0,447,2153,
2,Jones,Ethridge,0,188,540,194,0,922,53,173,44,0,270,1192,
3,Jones,Clinton,0,260,799,261,2,1322,75,239,57,0,371,1693,
4,Jones,Roberts,0,451,623,272,1,1347,114,200,61,0,375,1722,
5,Jones,Davidson,0,309,448,122,1,880,72,106,26,0,204,1084,
6,Jones,Pope,0,294,525,176,1,996,108,143,38,0,289,1285,
7,Jones,Barron,0,245,366,137,0,748,84,98,43,0,225,973,
8,Jones,Sanders,0,79,14,14,0,107,23,4,4,0,31,138,
9,Jones,Finney,0,527,731,317,1,1576,108,175,62,0,345,1921,
